Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-12-05 01:00:00+00:00,29.59000015258789,29.639999389648438,29.59000015258789,29.639999389648438,0,0.0,0.0,0.0
2024-12-05 01:20:00+00:00,29.6200008392334,29.6299991607666,29.6200008392334,29.6299991607666,2090,0.0,0.0,0.0
2024-12-05 01:35:00+00:00,29.6200008392334,29.6299991607666,29.6200008392334,29.6299991607666,2079,0.0,0.0,0.0
2024-12-05 01:40:00+00:00,29.579999923706055,29.579999923706055,29.579999923706055,29.579999923706055,3000,0.0,0.0,0.0
2024-12-05 01:45:00+00:00,29.56999969482422,29.610000610351562,29.56999969482422,29.610000610351562,9253,0.0,0.0,0.0
2024-12-05 02:00:00+00:00,29.610000610351562,29.610000610351562,29.610000610351562,29.610000610351562,1010,0.0,0.0,0.0
2024-12-05 02:05:00+00:00,29.610000610351562,29.6299991607666,29.610000610351562,29.6299991607666,40191,0.0,0.0,0.0
2024-12-05 02:10:00+00:00,29.6299991607666,29.6299991607666,29.6299991607666,29.6299991607666,1407,0.0,0.0,0.0
2024-12-05 02:30:00+00:00,29.6299991607666,29.6299991607666,29.6299991607666,29.6299991607666,3433,0.0,0.0,0.0
2024-12-05 02:50:00+00:00,29.6299991607666,29.6299991607666,29.6299991607666,29.6299991607666,1059,0.0,0.0,0.0
2024-12-05 02:55:00+00:00,29.600000381469727,29.600000381469727,29.600000381469727,29.600000381469727,2110,0.0,0.0,0.0
2024-12-05 03:05:00+00:00,29.600000381469727,29.600000381469727,29.600000381469727,29.600000381469727,1109,0.0,0.0,0.0
2024-12-05 03:20:00+00:00,29.600000381469727,29.600000381469727,29.59000015258789,29.59000015258789,11480,0.0,0.0,0.0
2024-12-05 03:30:00+00:00,29.579999923706055,29.59000015258789,29.579999923706055,29.59000015258789,8204,0.0,0.0,0.0
2024-12-05 03:40:00+00:00,29.600000381469727,29.600000381469727,29.600000381469727,29.600000381469727,1010,0.0,0.0,0.0
2024-12-05 03:45:00+00:00,29.600000381469727,29.600000381469727,29.600000381469727,29.600000381469727,2109,0.0,0.0,0.0
2024-12-05 03:55:00+00:00,29.579999923706055,29.579999923706055,29.579999923706055,29.579999923706055,40030,0.0,0.0,0.0
2024-12-05 04:00:00+00:00,29.579999923706055,29.579999923706055,29.579999923706055,29.579999923706055,20050,0.0,0.0,0.0
2024-12-05 04:05:00+00:00,29.600000381469727,29.600000381469727,29.600000381469727,29.600000381469727,1030,0.0,0.0,0.0
2024-12-05 04:10:00+00:00,29.59000015258789,29.59000015258789,29.56999969482422,29.56999969482422,102069,0.0,0.0,0.0
2024-12-05 04:15:00+00:00,29.59000015258789,29.59000015258789,29.59000015258789,29.59000015258789,1101,0.0,0.0,0.0
2024-12-05 04:20:00+00:00,29.59000015258789,29.59000015258789,29.59000015258789,29.59000015258789,1265,0.0,0.0,0.0
2024-12-05 04:25:00+00:00,29.600000381469727,29.600000381469727,29.600000381469727,29.600000381469727,8010,0.0,0.0,0.0
2024-12-05 04:30:00+00:00,29.6200008392334,29.6200008392334,29.59000015258789,29.59000015258789,2120,0.0,0.0,0.0
2024-12-05 04:50:00+00:00,29.59000015258789,29.59000015258789,29.59000015258789,29.59000015258789,2521,0.0,0.0,0.0
2024-12-06 01:00:00+00:00,29.549999237060547,29.649999618530273,29.549999237060547,29.649999618530273,0,0.0,0.0,0.0
2024-12-06 01:05:00+00:00,29.65999984741211,29.65999984741211,29.649999618530273,29.649999618530273,17987,0.0,0.0,0.0
2024-12-06 01:10:00+00:00,29.649999618530273,29.649999618530273,29.649999618530273,29.649999618530273,2468,0.0,0.0,0.0
2024-12-06 01:15:00+00:00,29.649999618530273,29.649999618530273,29.6299991607666,29.6299991607666,3011,0.0,0.0,0.0
2024-12-06 01:20:00+00:00,29.610000610351562,29.6200008392334,29.610000610351562,29.6200008392334,2103,0.0,0.0,0.0
2024-12-06 01:25:00+00:00,29.59000015258789,29.610000610351562,29.59000015258789,29.610000610351562,3020,0.0,0.0,0.0
2024-12-06 01:30:00+00:00,29.610000610351562,29.6299991607666,29.610000610351562,29.6299991607666,3048,0.0,0.0,0.0
2024-12-06 01:35:00+00:00,29.6299991607666,29.639999389648438,29.6299991607666,29.639999389648438,32978,0.0,0.0,0.0
2024-12-06 01:40:00+00:00,29.649999618530273,29.649999618530273,29.639999389648438,29.639999389648438,2015,0.0,0.0,0.0
2024-12-06 01:45:00+00:00,29.610000610351562,29.6299991607666,29.610000610351562,29.610000610351562,7030,0.0,0.0,0.0
2024-12-06 01:50:00+00:00,29.610000610351562,29.6200008392334,29.610000610351562,29.6200008392334,11010,0.0,0.0,0.0
2024-12-06 01:55:00+00:00,29.6200008392334,29.6299991607666,29.6200008392334,29.6299991607666,2120,0.0,0.0,0.0
2024-12-06 02:00:00+00:00,29.610000610351562,29.610000610351562,29.610000610351562,29.610000610351562,1017,0.0,0.0,0.0
2024-12-06 02:05:00+00:00,29.6200008392334,29.6200008392334,29.610000610351562,29.6200008392334,22015,0.0,0.0,0.0
2024-12-06 02:10:00+00:00,29.6200008392334,29.6200008392334,29.6200008392334,29.6200008392334,13026,0.0,0.0,0.0
2024-12-06 02:15:00+00:00,29.6299991607666,29.6299991607666,29.600000381469727,29.6299991607666,3015,0.0,0.0,0.0
2024-12-06 02:20:00+00:00,29.6299991607666,29.6299991607666,29.6299991607666,29.6299991607666,2030,0.0,0.0,0.0
2024-12-06 02:25:00+00:00,29.6299991607666,29.6299991607666,29.6299991607666,29.6299991607666,1015,0.0,0.0,0.0
2024-12-06 02:30:00+00:00,29.6200008392334,29.6200008392334,29.6200008392334,29.6200008392334,2015,0.0,0.0,0.0
2024-12-06 02:35:00+00:00,29.56999969482422,29.6200008392334,29.56999969482422,29.6200008392334,11015,0.0,0.0,0.0
